	logFC	logCPM	F	PValue	FDR
AT1G02920	-2.27837680724257	-2.27857146025057	6.56541837063543	2.27978434670871e-32	4.5559210384627e-28
AT4G12490	-6.35743500706811	-6.38667569722483	3.50405979040121	2.63635846249441e-31	2.57064063037236e-27
AT1G47600	5.59754475208277	5.61312291827424	3.63261224507097	4.07086344012001e-31	2.57064063037236e-27
AT4G13390	3.48223450956326	3.48385687065201	4.75916191253873	5.14539757880777e-31	2.57064063037236e-27
AT4G11260	-2.44077523143041	-2.4411617338714	5.75262570472083	1.11955657112454e-30	4.47464370347055e-27
AT1G51470	5.68596919410447	5.70558315798156	3.39226259348375	1.81156238190995e-30	6.03371044001473e-27
AT2G30750	-4.7646779930432	-4.77122590376838	4.05204463456439	4.1836718268669e-30	1.19437853983011e-26
AT1G02930	-2.09430475819714	-2.09450359041226	6.3319400468351	1.33231963055147e-29	3.32813443711757e-26
AT4G22517	2.39592372460099	2.3962820635208	5.80882029781317	2.60269177183e-29	5.7791324853612e-26
AT1G26380	-4.50045623359303	-4.50811474410082	3.56522570222637	3.02603502623054e-29	6.04722839641912e-26
AT4G25820	2.58943576499097	2.5900671232654	5.19828299659388	7.60134066882459e-29	1.32726905975818e-25
AT2G28190	-1.91912777078311	-1.9192525479659	6.80460953972389	8.37666579635631e-29	1.32726905975818e-25
AT3G62680	2.88267325265275	2.88369468945577	4.81150114051772	8.63415621339887e-29	1.32726905975818e-25
AT1G73010	2.00253265417802	2.00269618877162	6.5070262941123	9.60784872640942e-29	1.37145177820404e-25
AT1G52070	2.57488866199547	2.57557827614711	5.05587434607184	5.66471021927426e-28	7.54690460146512e-25
AT2G24980	3.10432703047592	3.10569934007416	4.61519740472161	2.87107124879459e-27	3.58596798974445e-24
AT3G49960	2.94026681035488	2.94178663999568	4.2996633920766	3.46076258276715e-26	4.06822820317758e-23
AT4G26010	2.5508468067886	2.55165186758569	4.80717647812599	3.69872695534474e-26	4.10640885975607e-23
AT1G26390	-6.90433473073056	-6.99066185309283	2.52861851064048	8.31476812133129e-26	8.55355490685079e-23
AT1G23720	2.58998827859822	2.59064915011297	5.13278629395242	8.89381741320392e-26	8.55355490685079e-23
AT4G02270	2.5003555772542	2.50121951477772	4.6522186617735	8.98842339090605e-26	8.55355490685079e-23
