	logFC	logCPM	F	PValue	FDR
AT5G40590	2.85042362655993	2.85337967541119	4.59971759048837	1.89399766239152e-07	0.00355522301207513
AT3G49130	5.5152425223916	5.5970567858343	2.57525136935629	4.82970084811749e-06	0.0313204389887613
AT2G43590	1.93629853234772	1.93677396786348	6.23914550725622	5.72908791824076e-06	0.0313204389887613
AT4G34400	3.50610687627815	3.51571969085499	3.58898738640933	6.94221694981464e-06	0.0313204389887613
AT4G24580	2.56972059973696	2.57817747442018	2.81629916506474	8.34277315773302e-06	0.0313204389887613
AT1G17240	4.03116109011158	4.05056867278486	3.12833491584405	1.25472133252749e-05	0.0392539568881225
AT3G25060	3.58025303235765	3.59700257601508	2.88199384003807	1.61323210717602e-05	0.0402342441329203
AT3G20520	2.76717304284895	2.76996155333349	4.59822441539385	1.71474057356221e-05	0.0402342441329203
