	logFC	logCPM	F	PValue	FDR
AT4G35180	7.58594149949346	7.5883057770371	8.46699588848409	6.74748338922495e-13	1.27621900823801e-08
AT4G01870	7.24420767586332	7.2449261118711	9.84380452781758	1.87440920691008e-12	1.77262878697486e-08
AT4G13180	4.39558270296743	4.39613757582599	7.36710846573365	2.99550424146646e-12	1.88856557410322e-08
AT2G43820	5.78000819739894	5.78029906238616	9.68392909447437	8.84819794687662e-12	4.18387039918061e-08
AT3G56710	5.98025213963566	5.98156329303951	7.71154872419655	1.29486163484326e-11	4.33923515940182e-08
AT5G63790	5.07501498790618	5.07529703144816	9.02359342170727	1.55437878024525e-11	4.33923515940182e-08
AT1G17170	7.79267834738134	7.79831931183552	7.42554844345779	1.84968845154881e-11	4.33923515940182e-08
AT1G03850	7.74641795033824	7.75136641886402	7.56332272052725	1.94365002660874e-11	4.33923515940182e-08
AT1G02850	6.55698474776013	6.55950633735032	7.34686653896369	2.22646094089316e-11	4.33923515940182e-08
AT1G76600	5.99872774590212	6.0010025091996	6.93841677996373	2.29894982575337e-11	4.33923515940182e-08
AT3G23550	4.30509534910837	4.3056847939732	7.1888462483414	2.72739771238724e-11	4.33923515940182e-08
AT2G26400	6.99865405454381	7.00078133474198	8.03151074116743	2.7530306605066e-11	4.33923515940182e-08
AT5G08790	5.43017436198177	5.43046830012969	9.31865289534287	3.12768102637051e-11	4.55053530252092e-08
AT1G02450	7.68349883455573	7.69060726716739	6.98020333269203	3.68605765964634e-11	4.97986389818221e-08
AT5G41900	-3.45522312014527	-3.45641299844807	5.31304402358809	4.25193391680326e-11	5.3614052068278e-08
AT2G41660	4.43401904165408	4.43871262815163	4.33889596543887	4.5912711796531e-11	5.37568973227388e-08
AT1G71520	6.5965966905137	6.62355851997008	3.99801322654058	5.34591141056154e-11	5.37568973227388e-08
AT1G05560	4.71782127846833	4.71799426345215	9.37099909255949	5.49518655972127e-11	5.37568973227388e-08
AT3G09010	4.77444000854367	4.77585439466058	6.39850149624514	5.65902925069943e-11	5.37568973227388e-08
AT2G15490	9.12720670840196	9.15305534636472	6.57126095998755	5.68434993367229e-11	5.37568973227388e-08
AT1G05680	8.65849536760245	8.66415240579727	8.28305209835221	6.0648701567037e-11	5.46242638780447e-08
AT4G02380	4.56170238357474	4.56186471590893	9.30571300099547	7.15931895061196e-11	5.48492951577976e-08
AT4G15760	4.52598432237968	4.5264537538592	7.73948684164042	7.20436635300101e-11	5.48492951577976e-08
AT1G12090	-3.82771514659155	-3.82790255811838	8.35843257112631	7.27810007987959e-11	5.48492951577976e-08
AT3G28740	7.45906265658208	7.48054762966327	5.1766287185381	7.59610704766238e-11	5.48492951577976e-08
AT4G08555	8.3428035072286	8.34955469389349	7.71361184109818	8.29900874504132e-11	5.48492951577976e-08
AT1G60730	4.30231487579343	4.3029634886219	7.04753367904445	8.60000927549036e-11	5.48492951577976e-08
