	logFC	logCPM	F	PValue	FDR
AT2G46830	10.0549569081529	10.0737788230749	8.03910903611475	2.82383433416882e-13	3.38971318700262e-09
AT4G33070	11.553110086189	11.6567051754934	7.11807909891655	3.7530039714378e-13	3.38971318700262e-09
AT1G04570	8.42120479667451	8.42565739340497	8.48018818138813	7.41310933718979e-13	4.46368023556655e-09
AT1G01060	9.24840192656946	9.27204932940177	6.90360106194084	1.95885094366609e-12	5.85258313075392e-09
AT3G51240	10.2319670848349	10.2392667488628	9.57878455913553	1.95990580593951e-12	5.85258313075392e-09
AT2G31380	8.00072153389524	8.00601370174082	7.81072871426158	2.74681547036864e-12	5.85258313075392e-09
AT1G77120	8.27157772652139	8.27384404118708	9.30148074379775	2.85156354578077e-12	5.85258313075392e-09
AT5G64170	6.20211338217794	6.20446692686701	7.17738739380672	2.90622209112141e-12	5.85258313075392e-09
ATCG00720	7.195828450121	7.20646377155628	5.99616679957581	3.00411884903255e-12	5.85258313075392e-09
AT4G14690	12.8319965589154	12.859756121074	10.2605609148046	3.23991537353516e-12	5.85258313075392e-09
AT3G50970	10.4561163568595	10.4583684630206	11.4965431745248	3.70012842993502e-12	6.07628363257693e-09
AT3G12320	8.13898136367806	8.15419073887542	6.4289207922352	4.20432371919704e-12	6.32890863863128e-09
ATCG01100	8.71111318130759	8.73106422301032	6.61308693110741	4.55665519617832e-12	6.33164765105886e-09
AT3G55610	6.3970406252655	6.39723805134399	10.9485573369415	5.07920906604487e-12	6.55363089778818e-09
AT5G53970	6.6069845331916	6.60803898196867	8.74124209890693	7.04038766299419e-12	7.45336832438593e-09
AT4G17550	5.90892637699096	5.90971630893423	8.45926534044896	7.73337058914772e-12	7.45336832438593e-09
AT5G13930	8.78492220644521	8.78662625526764	10.2267364614286	7.79010992564541e-12	7.45336832438593e-09
ATCG00680	6.3200196518084	6.32117805284735	8.3180719846164	8.13174319047383e-12	7.45336832438593e-09
AT3G09450	12.0388785752158	12.5716609168949	5.44436036419484	8.17567692768618e-12	7.45336832438593e-09
AT3G21560	5.56664528076094	5.56759850721636	7.84591494893969	8.6294418269489e-12	7.45336832438593e-09
AT1G09350	10.91453802414	10.9202296767824	10.6189845330882	8.664788242477e-12	7.45336832438593e-09
AT4G30830	8.57168359932054	8.58849450010289	6.72032898006564	9.58573300410589e-12	7.87075822664403e-09
AT5G17030	12.3588227013618	12.6496801449231	6.5260661198038	1.06672737307605e-11	8.27940852471652e-09
AT2G24560	7.42370653843767	7.46091994977129	4.42485020154618	1.10000998999777e-11	8.27940852471652e-09
ATCG00490	7.65320542637105	7.6540273284505	10.1476733706457	1.38900473500581e-11	9.72280338471589e-09
ATCG00150	5.55617617087572	5.56125357671439	5.42004495156626	1.41934108967415e-11	9.72280338471589e-09
AT5G43630	5.62301671340456	5.62490176335943	6.91750480123742	1.45325338456227e-11	9.72280338471589e-09
