	logFC	logCPM	F	PValue	FDR
AT2G04050	8.19955738570247	8.21267552279077	6.65788898007662	2.85456142138337e-12	4.09899502141658e-08
AT2G32020	7.73179930457384	7.75068496500321	5.67062650314606	4.34445683245001e-12	4.09899502141658e-08
AT1G02520	7.06854169534641	7.0966997196055	4.44572291408021	7.73803775182298e-12	4.86722574589665e-08
AT5G24640	9.94487415901741	10.0443916262599	5.5268544736716	2.9652807839044e-11	1.39320370406922e-07
AT2G21640	5.80771426268554	5.81239804030935	5.74923976785845	3.89704538384804e-11	1.39320370406922e-07
AT5G62480	8.4093927853072	8.42103056499551	7.0396181016565	5.18725513649019e-11	1.39320370406922e-07
AT2G20720	4.53323643962182	4.53434363361116	6.54891990102413	5.64617238780865e-11	1.39320370406922e-07
AT2G18193	7.95465607421492	7.96278674899894	7.09897051877944	5.90653398651498e-11	1.39320370406922e-07
AT2G41730	6.63933093743078	6.64211974610174	7.32391282254713	7.00461543209469e-11	1.46863436892919e-07
AT5G13210	4.99414933359987	4.99602848811601	6.24826590628882	9.32826056720232e-11	1.6159136613893e-07
AT1G72330	5.02150280219708	5.02246892723336	7.23348562125536	9.41974047444743e-11	1.6159136613893e-07
AT2G47000	6.24867040731966	6.24924300595048	9.21543721551465	1.52009652059145e-10	2.39035177863005e-07
AT4G12735	10.6944722335745	10.7574962073097	6.91233600383139	2.29802122816811e-10	3.33566619811787e-07
AT5G43450	5.39664878866977	5.39699924965094	9.07044747833613	2.7020213858246e-10	3.64193882503645e-07
AT2G47520	8.38575995275884	8.48508734049289	3.98352631299829	3.41333773434246e-10	4.29397886980281e-07
AT1G17180	9.30499947276811	9.40446170295584	4.89231226748374	3.862712925032e-10	4.53345649779151e-07
AT5G55150	10.13639347133	10.3734166126649	4.54231017386949	4.08419504305541e-10	4.53345649779151e-07
AT1G05680	9.29202306843596	9.29761158687463	8.97285188775446	5.35745392815782e-10	5.40437282691763e-07
AT3G59820	2.89048577958599	2.89108077500022	5.78182141172238	5.44160486017144e-10	5.40437282691763e-07
AT4G37900	4.63493696179629	4.63821444234242	5.09023484796768	6.62154039874978e-10	6.24742336622042e-07
AT3G61630	4.28951537910341	4.29037463761436	6.67209026913235	7.53883209331164e-10	6.77417912384717e-07
AT2G20800	7.11237758090939	7.21129667164713	2.74081088350462	9.35734130328319e-10	8.02604683604336e-07
AT3G22370	4.85032909963243	4.85054654070821	9.21189287224632	9.92585904842939e-10	8.14352001060272e-07
AT5G37490	7.58219238783913	7.62432062353619	4.3844936269467	1.05461567221752e-09	8.29191572281029e-07
AT5G54100	3.6958318407275	3.69630422995077	6.93434052959573	1.18522634169992e-09	8.86547990552541e-07
AT5G59680	3.63503027596418	3.63692010726441	4.87925111078928	1.22152876281749e-09	8.86547990552541e-07
AT3G45730	4.0712278311401	4.07266304434001	5.71733936091115	2.11929691933471e-09	1.40769808346133e-06
AT1G03660	4.14189820106355	4.15140523597936	3.09099207228793	2.1404198781529e-09	1.40769808346133e-06
AT2G35480	3.16623072251781	3.16827369598642	4.29774405156527	2.16339398094216e-09	1.40769808346133e-06
AT4G37370	6.88335035061244	6.88485366536684	8.45557811412593	2.58717911168746e-09	1.62733566125141e-06
AT4G17260	3.96050118066277	3.96121206094073	6.61148563383554	3.16820972355359e-09	1.92851991882117e-06
AT2G04070	6.29075075462805	6.30051110914422	5.17747111584239	3.35285061406437e-09	1.96225430217369e-06
AT5G01550	4.64595605797247	4.64906529268121	5.18118995644573	3.43160529791901e-09	1.96225430217369e-06
AT3G25597	3.82137152696017	3.8260610676224	3.77220264368145	3.61795955820713e-09	1.97978877055598e-06
AT4G15760	5.1728975126471	5.17336846533982	8.42180439609943	3.67210423791517e-09	1.97978877055598e-06
AT5G42830	4.22839483895637	4.22969330156604	6.0146995553038	3.95449076766765e-09	2.05141775642116e-06
AT2G03760	5.97408526566818	5.97446902265834	9.51607009900128	4.02238775768855e-09	2.05141775642116e-06
AT5G52940	5.24763938142323	5.25571553838415	4.41545225730553	4.33529964248301e-09	2.15281853299091e-06
AT1G17170	6.71205110087237	6.7175902576865	6.41267334214288	4.71343908705086e-09	2.28057937365769e-06
AT4G33070	5.37293914570803	5.3872490663358	3.7249674433463	4.96226251393599e-09	2.34094734094931e-06
