	logFC	logCPM	F	PValue	FDR
AT2G30750	-6.35425746799039	-6.35852607728332	6.24706811997209	0	0
AT1G26390	-5.93776489230026	-5.944995489835	5.07099167826731	0	0
AT4G37370	-4.44472791295108	-4.44773207990676	4.84097363379762	0	0
AT1G02920	-3.66220383324309	-3.66235638547491	8.35320478029174	0	0
AT4G11260	-3.52320144363098	-3.5238966391752	6.02253484030009	0	0
AT1G02930	-3.37830590224719	-3.37846265558457	8.02551405824415	0	0
AT1G77120	-3.02138899262161	-3.02174391080114	6.47973598736937	0	0
AT3G13610	-2.86773318070429	-2.86814847026448	6.09409894107311	0	0
AT2G38870	-2.50280641391039	-2.50302558506578	6.63345433378604	0	0
AT4G11650	-2.38047022875095	-2.38057348399943	7.58904868631871	0	0
AT5G64120	-2.21827621955393	-2.21835522174181	7.7996202713526	0	0
AT3G01420	-1.8863622841955	-1.88639988475367	8.49765328310366	0	0
AT2G16060	-2.99751687738587	-2.99806382250945	5.83118630209368	2.76676761671098e-322	4.17549699269813e-319
AT1G26240	-8.17154795321321	-8.23792416265987	4.13796957757011	1.85126397496715e-320	2.59428188876311e-317
AT5G52300	-5.54469253088465	-5.55327379686584	4.43270838966596	2.55705957588421e-314	3.34446345461832e-311
AT3G02480	-6.46122065428117	-6.48034756386921	4.19993788045652	2.90797040258355e-304	3.56571695801792e-301
AT1G26380	-4.86107142634405	-4.86617445931316	4.49661455903049	8.17844031108876e-292	9.43840120372061e-289
AT1G02520	-3.99658408826008	-3.99883409035108	4.80802776058633	6.67984213836776e-279	7.28065682847983e-276
AT1G13520	-5.19058009344657	-5.1981370343537	4.26179797502503	4.47393656192895e-267	4.61969270570969e-264
AT5G42830	-4.21732586889344	-4.22037585071609	4.59196215324209	6.4886036933934e-261	6.36499579303426e-258
AT2G15220	-3.73136351683341	-3.73320268975033	4.83084863520502	1.70255497662676e-254	1.59059171840192e-251
AT3G03270	-2.44484788491684	-2.44512995398552	6.20756061942147	9.45990495221494e-249	8.43608523897749e-246
AT4G12490	-4.50901445005073	-4.51338899255149	4.36614025084339	1.02059902079559e-244	8.7057096473864e-242
AT2G26560	-3.12681852113414	-3.12772082250102	5.24244380403719	4.7352596580382e-244	3.87087746796048e-241
AT1G14870	-2.0386198761328	-2.03872919740572	7.13114861101034	9.04138677656153e-243	7.09531868677443e-240
AT2G43570	-4.06248042289884	-4.06544081508056	4.47986207139442	2.00484369457924e-229	1.51280878630578e-226
AT1G17180	-2.96594865993233	-2.96672672449923	5.29034587531608	8.29984087850608e-225	6.03091030353373e-222
AT4G14630	-3.87988978450215	-3.88237920173035	4.54546464500979	1.37292996849572e-223	9.61982608997052e-221
AT2G41730	-4.55301156097872	-4.55867522870569	4.0396058557746	1.77990127536928e-202	1.20413390074034e-199
AT1G30700	-3.26309501254409	-3.26440057173165	4.8491473584355	2.45511526212319e-202	1.60556354425316e-199
